Binomial.1.2,Order.1.2,Family.1.2,Binomial.Source,BM,BMR,log10BM,log10BMR,Source,Comment
Vulpes_lagopus,Carnivora,Canidae,Vulpes_lagopus,3200,1627.2,3.505149978319906,2.8945466112190705,PanTHERIA.2008,NA
Vulpes_velox,Carnivora,Canidae,Vulpes_velox,2088,1114.2,3.3197304943302246,2.7300688297638254,PanTHERIA.2008,NA
Vulpes_vulpes,Carnivora,Canidae,Vulpes_vulpes,4100,2152.8,3.6127838567197355,3.0161093603960993,PanTHERIA.2008,NA
Vulpes_zerda,Carnivora,Canidae,Vulpes_zerda,1303,467.97,3.1149444157125847,2.3533236884323334,PanTHERIA.2008,NA
Zapus_hudsonius,Rodentia,Dipodidae,Zapus_hudsonius,30,45,1.4771212547196624,1.3363181894157448,PanTHERIA.2008,NA
Canis_lupus,Carnivora,Canidae,Canis_lupus,33000,8080,4.518513939877887,3.590517036414987,Capellini.2010,NA
Vulpes_rueppellii,Carnivora,Canidae,Vulpes_rueppelli,1546,798.9,3.189209489582306,2.585598096799005,Capellini.2010,NA
Sorex_araneus,Eulipotyphla,Soricidae,Sorex_araneus,7.5,44.7,0.8750612633917001,1.3334131987723377,Capellini.2010,NA
Leontopithecus_rosalia,Primates,Callitrichidae,Leontopithecus_rosalia,733.7,381.5,2.865518519074774,2.2646002179313003,Capellini.2010,NA
Macaca_fuscata,Primates,Cercopithecidae,Macaca_fuscata,9550,4173.6,3.9800033715837464,3.3036164993547197,Capellini.2010,NA
Calomys_callosus,Rodentia,Calomyscidae,Calomys_callosus,50.1,74.7,1.6998377258672457,1.5564262774558,Capellini.2010,NA
Echymipera_rufescens,Peramelemorphia,Peramelidae,Echymipera_rufescens,751.29,421.43,2.875807608227855,2.3078311237864964,Capellini.2010,NA
Loxodonta_africana,Proboscidea,Elephantidae,Loxodonta_africana,1542000,121904.4,6.188084373714938,5.086019381264273,Langman.1995,Mass and BMR are means of 3 elephants standing
Loxodonta_africana,Proboscidea,Elephantidae,Loxodonta_africana,3672000,205016,6.564902672529205,5.311787755887732,Benedict.1938,MR of standing elephant reduced with 25 % for correction. Authors state that they probably error on the small side. 49000 cal * 4.184 kJ/cal
Equus_ferus,Perissodactyla,Equidae,Equus_ferus,203000,17400,5.307496037913213,4.2405492482825995,Benedict.1938,MR of standing animals reduced with 10 % for correction. Authors state that this is a widely tested and confirmed protocol for other ungulates. Data is lifted from a graph with a small margin of error.
Equus_ferus,Perissodactyla,Equidae,Equus_ferus,304000,21535,5.482873583608754,4.333144876098619,Benedict.1938,MR of standing animals reduced with 10 % for correction. Authors state that this is a widely tested and confirmed protocol for other ungulates. Data is lifted from a graph with a small margin of error.
Equus_ferus,Perissodactyla,Equidae,Equus_ferus,585000,42023,5.767155866082181,4.623487053232678,Benedict.1938,MR of standing animals reduced with 10 % for correction. Authors state that this is a widely tested and confirmed protocol for other ungulates. Data is lifted from a graph with a small margin of error.
Equus_ferus,Perissodactyla,Equidae,Equus_ferus,822000,58808,5.9148718175400505,4.769436409741545,Benedict.1938,MR of standing animals reduced with 10 % for correction. Authors state that this is a widely tested and confirmed protocol for other ungulates. Data is lifted from a graph with a small margin of error.
